date,m3 yield,m6 yield,y1 yield,y5 yield,y5 inflation indexed,y10 yield,y10 inflation indexed,m3 secondary,m6 secondary,spy,eur_usd
2011-09-05,,,,,,,,,,,1.4063115119934082
2011-09-06,0.02,0.07,0.13,0.88,-0.75,1.98,0.05,0.02,0.07,96.45292663574219,1.4003249406814575
2011-09-07,0.02,0.06,0.11,0.92,-0.75,2.05,0.09,0.02,0.06,99.17365264892578,1.4085696935653687
2011-09-08,0.02,0.07,0.12,0.88,-0.85,2.00,0.00,0.02,0.07,98.14310455322266,1.3904144763946533
2011-09-09,0.01,0.05,0.11,0.81,-0.84,1.93,-0.03,0.01,0.05,95.5707778930664,
2011-09-12,0.01,0.05,0.11,0.87,-0.76,1.94,0.00,0.01,0.05,96.1891098022461,1.3660268783569336
2011-09-13,0.01,0.05,0.10,0.89,-0.72,2.00,0.07,0.01,0.05,97.07128143310547,1.3686069250106812
2011-09-14,0.01,0.03,0.09,0.91,-0.67,2.03,0.12,0.01,0.03,98.41513061523438,1.3746082782745361
2011-09-15,0.01,0.03,0.10,0.95,-0.78,2.09,0.13,0.01,0.03,100.11351013183594,1.3869048357009888
2011-09-16,0.01,0.02,0.09,0.94,-0.75,2.08,0.13,0.01,0.02,100.70604705810547,
2011-09-19,0.01,0.04,0.08,0.85,-0.76,1.97,0.09,0.01,0.04,99.70331573486328,1.3605626821517944
2011-09-20,0.01,0.03,0.09,0.85,-0.82,1.95,0.04,0.01,0.03,99.5872802734375,1.369394063949585
2011-09-21,0.01,0.04,0.11,0.88,-0.78,1.88,0.02,0.01,0.04,96.65361022949219,1.3586033582687378
2011-09-22,0.00,0.03,0.10,0.79,-0.70,1.72,0.01,0.00,0.03,93.52934265136719,1.348090410232544
2011-09-23,0.01,0.02,0.10,0.89,-0.59,1.84,0.10,0.01,0.02,94.0928726196289,
2011-09-26,0.02,0.03,0.10,0.92,-0.56,1.91,0.12,0.02,0.03,96.33039855957031,1.351807951927185
2011-09-27,0.01,0.04,0.10,0.97,-0.60,2.00,0.12,0.01,0.04,97.4077377319336,1.3582342863082886
2011-09-28,0.02,0.04,0.12,0.99,-0.58,2.03,0.16,0.02,0.04,95.41880798339844,1.3537662029266357
2011-09-29,0.02,0.05,0.11,0.98,-0.56,1.99,0.17,0.02,0.05,96.17296600341797,1.3585848808288574
2011-09-30,0.02,0.06,0.13,0.96,-0.54,1.92,0.17,0.02,0.06,93.7696762084961,
2011-10-03,0.02,0.06,0.12,0.87,-0.61,1.80,0.07,0.02,0.06,91.10118103027344,1.3195048570632935
2011-10-04,0.01,0.04,0.11,0.90,-0.59,1.81,0.05,0.01,0.04,93.098388671875,1.3330134153366089
2011-10-05,0.00,0.03,0.10,0.96,-0.54,1.92,0.12,0.00,0.03,94.8221435546875,1.333991527557373
2011-10-06,0.01,0.03,0.09,1.01,-0.57,2.01,0.13,0.01,0.03,96.53759765625,1.3428946733474731
2011-10-07,0.01,0.04,0.11,1.08,-0.55,2.10,0.16,0.01,0.04,95.89119720458984,
2011-10-10,,,,,,,,,,99.09834289550781,1.3635495901107788
2011-10-11,0.02,0.05,0.12,1.14,-0.51,2.18,0.23,0.02,0.05,99.1977767944336,1.3645730018615723
2011-10-12,0.02,0.06,0.09,1.17,-0.50,2.24,0.26,0.02,0.06,100.06793212890625,1.379196286201477
2011-10-13,0.02,0.05,0.11,1.11,-0.50,2.19,0.27,0.02,0.05,99.86904907226562,1.3735508918762207
2011-10-14,0.02,0.06,0.11,1.12,-0.54,2.26,0.28,0.02,0.06,101.57621002197266,
2011-10-17,0.04,0.06,0.12,1.08,-0.58,2.18,0.24,0.04,0.06,99.63700103759766,1.3744003772735596
2011-10-18,0.04,0.07,0.12,1.07,-0.65,2.19,0.22,0.04,0.07,101.5844955444336,1.3740037679672241
2011-10-19,0.03,0.06,0.11,1.05,-0.66,2.18,0.23,0.03,0.06,100.38287353515625,1.3765003681182861
2011-10-20,0.03,0.06,0.12,1.07,-0.65,2.20,0.22,0.03,0.06,100.82209777832031,1.377903938293457
2011-10-21,0.02,0.05,0.12,1.08,-0.66,2.23,0.23,0.02,0.05,102.7364273071289,
2011-10-24,0.02,0.06,0.11,1.10,-0.66,2.25,0.23,0.02,0.06,103.99605560302734,1.3922340869903564
2011-10-25,0.01,0.06,0.11,1.01,-0.75,2.14,0.12,0.01,0.06,101.97396850585938,1.3904531002044678
2011-10-26,0.02,0.06,0.13,1.09,-0.74,2.23,0.15,0.02,0.06,103.00989532470703,1.387694001197815
2011-10-27,0.02,0.07,0.14,1.20,-0.74,2.42,0.24,0.02,0.07,106.59827423095703,1.4173942804336548
2011-10-28,0.01,0.06,0.13,1.13,-0.80,2.34,0.19,0.01,0.06,106.5733871459961,
2011-10-31,0.01,0.06,0.12,0.99,-0.89,2.17,0.08,0.01,0.06,104.0043716430664,1.4140071868896484
2011-11-01,0.01,0.05,0.13,0.90,-0.92,2.01,-0.04,0.01,0.05,101.10385131835938,1.386001467704773
2011-11-02,0.01,0.04,0.11,0.89,-1.02,2.03,-0.07,0.01,0.04,102.75299072265625,1.3655978441238403
2011-11-03,0.01,0.04,0.11,0.91,-1.00,2.09,0.00,0.01,0.04,104.6258773803711,1.3690004348754883
2011-11-04,0.01,0.03,0.11,0.88,-1.05,2.06,-0.06,0.01,0.03,103.98779296875,1.382991909980774
2011-11-07,0.01,0.04,0.09,0.88,-1.06,2.04,-0.10,0.01,0.04,104.63420104980469,1.3789299726486206
2011-11-08,0.01,0.03,0.10,0.92,-0.97,2.10,-0.03,0.01,0.03,105.97672271728516,1.3760079145431519
2011-11-09,0.01,0.04,0.10,0.88,-0.99,2.00,-0.04,0.01,0.04,102.0651626586914,1.3826478719711304
2011-11-10,0.01,0.03,0.10,0.90,-0.98,2.04,-0.04,0.01,0.03,103.02648162841797,1.3526674509048462
2011-11-11,,,,,,,,,,104.9656753540039,1.3610072135925293
2011-11-14,0.01,0.04,0.09,0.91,-0.93,2.04,-0.01,0.01,0.04,103.9712142944336,1.3787018060684204
2011-11-15,0.01,0.05,0.11,0.93,-0.83,2.06,0.04,0.01,0.05,104.4850082397461,1.362416386604309
2011-11-16,0.01,0.04,0.11,0.90,-0.78,2.01,0.05,0.01,0.04,102.82755279541016,1.350712537765503
2011-11-17,0.02,0.04,0.10,0.88,-0.71,1.96,0.06,0.02,0.04,101.19502258300781,1.3441040515899658
2011-11-18,0.01,0.04,0.12,0.94,-0.70,2.01,0.05,0.01,0.04,101.08727264404297,1.3458044528961182
2011-11-21,0.02,0.05,0.11,0.92,-0.67,1.97,0.07,0.02,0.05,99.16463470458984,1.3529969453811646
2011-11-22,0.02,0.06,0.11,0.91,-0.69,1.94,0.05,0.02,0.06,98.77513885498047,1.348435878753662
2011-11-23,0.02,0.06,0.12,0.88,-0.73,1.89,-0.01,0.02,0.06,96.59561157226562,1.3521919250488281
2011-11-24,,,,,,,,,,,1.3352025747299194
2011-11-25,0.02,0.07,0.13,0.93,-0.71,1.97,0.05,0.02,0.07,96.41326141357422,1.3331022262573242
2011-11-28,0.03,0.07,0.13,0.91,-0.75,1.97,0.02,0.03,0.07,99.20610046386719,1.3313452005386353
2011-11-29,0.02,0.05,0.14,0.93,-0.77,2.00,0.01,0.02,0.05,99.48782348632812,1.3316997289657593
2011-11-30,0.01,0.06,0.12,0.96,-0.80,2.08,0.03,0.01,0.06,103.58169555664062,1.3324095010757446
2011-12-01,0.01,0.05,0.12,0.97,-0.79,2.11,0.06,0.01,0.05,103.5651626586914,1.3443931341171265
2011-12-02,0.02,0.06,0.12,0.92,-0.84,2.05,0.00,0.02,0.06,103.47399139404297,1.346692442893982
2011-12-05,0.01,0.05,0.11,0.93,-0.84,2.04,-0.01,0.01,0.05,104.60102844238281,1.3419036865234375
2011-12-06,0.01,0.04,0.11,0.94,-0.89,2.08,0.01,0.01,0.04,104.63420104980469,1.3386701345443726
2011-12-07,0.02,0.05,0.11,0.89,-0.82,2.02,-0.01,0.02,0.05,105.02369689941406,1.3412017822265625
2011-12-08,0.01,0.04,0.10,0.86,-0.79,1.99,0.01,0.01,0.04,102.7198715209961,1.3403747081756592
2011-12-09,0.01,0.05,0.11,0.89,-0.75,2.07,0.05,0.01,0.05,104.46013641357422,1.3345433473587036
2011-12-12,0.01,0.05,0.10,0.87,-0.77,2.03,-0.01,0.01,0.05,102.93531799316406,1.3371665477752686
2011-12-13,0.01,0.06,0.11,0.85,-0.80,1.96,-0.05,0.01,0.06,101.97396850585938,1.3171066045761108
2011-12-14,0.01,0.05,0.12,0.86,-0.74,1.92,-0.04,0.01,0.05,100.88835144042969,1.3019137382507324
2011-12-15,0.00,0.05,0.12,0.86,-0.75,1.92,-0.01,0.00,0.05,101.25302124023438,1.2988024950027466
2011-12-16,0.00,0.04,0.11,0.81,-0.77,1.86,-0.05,0.00,0.04,101.4030990600586,1.302965521812439
2011-12-19,0.01,0.04,0.11,0.82,-0.82,1.82,-0.12,0.01,0.04,100.31895446777344,1.3036959171295166
2011-12-20,0.01,0.04,0.12,0.88,-0.84,1.94,-0.10,0.01,0.04,103.35462188720703,1.3007792234420776
2011-12-21,0.01,0.04,0.13,0.91,-0.79,1.98,-0.07,0.01,0.04,103.55479431152344,1.3087977170944214
2011-12-22,0.01,0.03,0.12,0.91,-0.73,1.97,-0.07,0.01,0.03,104.47215270996094,1.3040019273757935
2011-12-23,0.01,0.04,0.12,0.97,-0.71,2.03,-0.04,0.01,0.04,105.40621948242188,1.3056023120880127
2011-12-26,,,,,,,,,,,1.3044953346252441
2011-12-27,0.02,0.06,0.12,0.96,-0.69,2.02,-0.02,0.02,0.06,105.48959350585938,1.3050570487976074
2011-12-28,0.01,0.05,0.12,0.91,-0.72,1.93,-0.07,0.01,0.05,104.105224609375,1.307206630706787
2011-12-29,0.02,0.07,0.12,0.88,-0.73,1.91,-0.05,0.02,0.07,105.18104553222656,1.292724609375
2011-12-30,0.02,0.06,0.12,0.83,-0.76,1.89,-0.07,0.02,0.06,104.66397094726562,1.2956053018569946
2012-01-02,,,,,,,,,,,1.2960082292556763
2012-01-03,0.02,0.06,0.12,0.89,-0.77,1.97,-0.04,0.02,0.06,106.33192443847656,1.2940963506698608
2012-01-04,0.02,0.06,0.12,0.89,-0.82,2.00,-0.08,0.02,0.06,106.49871063232422,1.3056023120880127
2012-01-05,0.02,0.07,0.11,0.88,-0.86,2.02,-0.10,0.02,0.07,106.78227233886719,1.2931424379348755
2012-01-06,0.02,0.05,0.12,0.86,-0.85,1.98,-0.11,0.02,0.05,106.5070571899414,1.279606819152832
2012-01-09,0.01,0.05,0.11,0.85,-0.88,1.98,-0.13,0.01,0.05,106.7656021118164,1.2680377960205078
2012-01-10,0.02,0.05,0.11,0.86,-0.84,2.00,-0.08,0.02,0.05,107.69131469726562,1.2775959968566895
2012-01-11,0.02,0.05,0.11,0.82,-0.85,1.93,-0.10,0.02,0.05,107.74967956542969,1.2751848697662354
2012-01-12,0.03,0.06,0.11,0.84,-0.85,1.94,-0.10,0.03,0.06,108.0082015991211,1.272394061088562
2012-01-13,0.03,0.06,0.10,0.80,-0.89,1.89,-0.14,0.03,0.06,107.4494400024414,1.2820513248443604
2012-01-16,,,,,,,,,,,1.2647020816802979
2012-01-17,0.03,0.06,0.11,0.79,-0.91,1.87,-0.17,0.03,0.06,107.86641693115234,1.2667046785354614
2012-01-18,0.03,0.07,0.11,0.82,-0.91,1.92,-0.15,0.03,0.07,109.05902099609375,1.2745997905731201
2012-01-19,0.05,0.07,0.11,0.87,-0.88,2.01,0.00,0.05,0.07,109.63448333740234,1.2866039276123047
2012-01-20,0.05,0.07,0.11,0.91,-0.85,2.05,0.01,0.05,0.07,110.04312133789062,1.2964956760406494
2012-01-23,0.04,0.07,0.12,0.93,-0.84,2.09,0.02,0.04,0.07,109.75955963134766,1.2884771823883057
2012-01-24,0.04,0.07,0.12,0.92,-0.89,2.08,-0.01,0.04,0.07,109.63448333740234,1.3026939630508423
2012-01-25,0.04,0.07,0.12,0.81,-1.02,2.01,-0.12,0.04,0.07,110.55184936523438,1.304103970527649
2012-01-26,0.05,0.08,0.12,0.77,-1.09,1.96,-0.16,0.05,0.08,109.98475646972656,1.3107362985610962
2012-01-27,0.06,0.08,0.12,0.75,-1.13,1.93,-0.18,0.06,0.08,109.9347152709961,1.3092775344848633
2012-01-30,0.05,0.08,0.12,0.73,-1.14,1.87,-0.24,0.05,0.08,109.55938720703125,1.3207945823669434
2012-01-31,0.06,0.08,0.13,0.71,-1.17,1.83,-0.28,0.06,0.08,109.5177230834961,1.3139568567276
2012-02-01,0.06,0.09,0.13,0.72,-1.17,1.87,-0.28,0.06,0.09,110.47679138183594,1.3077024221420288
2012-02-02,0.08,0.10,0.14,0.71,-1.18,1.86,-0.30,0.08,0.10,110.65190124511719,1.317002534866333
2012-02-03,0.08,0.10,0.14,0.78,-1.10,1.97,-0.21,0.08,0.10,112.20308685302734,1.3137152194976807
2012-02-06,0.08,0.10,0.14,0.76,-1.15,1.93,-0.26,0.08,0.10,112.12805938720703,1.31271493434906
2012-02-07,0.08,0.11,0.14,0.82,-1.13,2.00,-0.21,0.08,0.11,112.41158294677734,1.3121638298034668
2012-02-08,0.09,0.11,0.15,0.82,-1.09,2.01,-0.21,0.09,0.11,112.74519348144531,1.3248542547225952
2012-02-09,0.09,0.12,0.15,0.86,-1.05,2.04,-0.17,0.09,0.12,112.88697052001953,1.3248542547225952
2012-02-10,0.09,0.12,0.15,0.81,-1.07,1.96,-0.24,0.09,0.12,112.05301666259766,1.3278449773788452
2012-02-13,0.11,0.14,0.15,0.85,-1.12,1.99,-0.22,0.11,0.14,112.88697052001953,1.3236793279647827
2012-02-14,0.12,0.15,0.18,0.81,-1.11,1.92,-0.27,0.12,0.15,112.74519348144531,1.3157894611358643
2012-02-15,0.11,0.13,0.18,0.81,-1.09,1.93,-0.26,0.11,0.13,112.21978759765625,1.3133701086044312
2012-02-16,0.10,0.13,0.17,0.87,-1.06,1.99,-0.24,0.10,0.13,113.4623794555664,1.3058068752288818
2012-02-17,0.09,0.13,0.18,0.88,-1.05,2.01,-0.23,0.09,0.13,113.76264190673828,1.3126804828643799
2012-02-20,,,,,,,,,,,1.3227163553237915
2012-02-21,0.08,0.13,0.17,0.92,-1.06,2.05,-0.22,0.08,0.13,113.81268310546875,1.3204805850982666
2012-02-22,0.09,0.13,0.17,0.88,-1.11,2.01,-0.27,0.09,0.13,113.44572448730469,1.324327826499939
2012-02-23,0.09,0.14,0.17,0.88,-1.16,1.99,-0.30,0.09,0.14,113.94610595703125,1.325574278831482
2012-02-24,0.10,0.14,0.18,0.89,-1.14,1.98,-0.29,0.10,0.14,114.19628143310547,1.337363362312317
2012-02-27,0.12,0.14,0.17,0.84,-1.18,1.92,-0.32,0.12,0.14,114.38812255859375,1.3467106819152832
2012-02-28,0.10,0.14,0.18,0.84,-1.15,1.94,-0.31,0.10,0.14,114.72174072265625,1.3406623601913452
2012-02-29,0.08,0.13,0.18,0.87,-1.12,1.98,-0.28,0.08,0.13,114.27137756347656,1.3477997779846191
2012-03-01,0.08,0.13,0.18,0.89,-1.10,2.03,-0.23,0.08,0.13,114.86351013183594,1.3320900201797485
2012-03-02,0.07,0.12,0.17,0.84,-1.11,1.99,-0.24,0.07,0.12,114.51322174072266,1.3322675228118896
2012-03-05,0.08,0.14,0.17,0.87,-1.07,2.00,-0.20,0.08,0.14,114.04621887207031,1.318617582321167
2012-03-06,0.08,0.13,0.17,0.83,-1.09,1.96,-0.21,0.08,0.13,112.37825012207031,1.3225764036178589
2012-03-07,0.08,0.14,0.18,0.85,-1.13,1.98,-0.22,0.08,0.14,113.16221618652344,1.3123359680175781
2012-03-08,0.08,0.14,0.18,0.89,-1.12,2.03,-0.21,0.08,0.14,114.28804779052734,1.3139914274215698
2012-03-09,0.09,0.13,0.18,0.90,-1.17,2.04,-0.24,0.09,0.13,114.73004150390625,1.327492356300354
2012-03-12,0.09,0.15,0.18,0.92,-1.14,2.04,-0.24,0.09,0.15,114.73839569091797,1.312508225440979
2012-03-13,0.08,0.15,0.20,0.99,-1.14,2.14,-0.20,0.08,0.15,116.80664825439453,1.3168290853500366
2012-03-14,0.09,0.15,0.21,1.13,-1.02,2.29,-0.07,0.09,0.15,116.6815414428711,1.30804443359375
2012-03-15,0.08,0.15,0.21,1.11,-1.02,2.29,-0.08,0.08,0.15,117.35709381103516,1.3022528886795044
2012-03-16,0.09,0.15,0.21,1.13,-0.99,2.31,-0.09,0.09,0.15,117.51958465576172,1.3078734874725342
2012-03-19,0.10,0.15,0.21,1.20,-0.93,2.39,-0.03,0.10,0.15,117.9802474975586,1.3177140951156616
2012-03-20,0.10,0.15,0.22,1.22,-0.93,2.38,-0.04,0.10,0.15,117.63685607910156,1.3229262828826904
2012-03-21,0.09,0.15,0.21,1.15,-0.96,2.31,-0.08,0.09,0.15,117.44422912597656,1.323766827583313
2012-03-22,0.08,0.14,0.19,1.13,-0.93,2.29,-0.08,0.08,0.14,116.5981674194336,1.3218770027160645
2012-03-23,0.08,0.14,0.19,1.10,-0.94,2.25,-0.11,0.08,0.14,116.97509765625,1.3204805850982666
2012-03-26,0.09,0.15,0.19,1.09,-0.93,2.26,-0.08,0.09,0.15,118.61688232421875,1.3360053300857544
2012-03-27,0.09,0.14,0.18,1.04,-0.97,2.20,-0.13,0.09,0.14,118.24832916259766,1.3328713178634644
2012-03-28,0.09,0.14,0.18,1.05,-0.98,2.21,-0.11,0.09,0.14,117.66199493408203,1.3326226472854614
2012-03-29,0.07,0.14,0.18,1.01,-0.98,2.18,-0.13,0.07,0.14,117.4609146118164,1.3313806056976318
2012-03-30,0.07,0.15,0.19,1.04,-0.98,2.23,-0.09,0.07,0.15,117.94678497314453,
2012-04-02,0.08,0.14,0.18,1.03,-1.01,2.22,-0.14,0.08,0.14,118.80953216552734,1.3333333730697632
2012-04-03,0.08,0.15,0.20,1.10,-0.94,2.30,-0.06,0.08,0.15,118.32369232177734,1.3225239515304565
2012-04-04,0.08,0.14,0.19,1.05,-0.91,2.25,-0.05,0.08,0.14,117.15104675292969,1.314405918121338
2012-04-05,0.08,0.14,0.19,1.01,-0.94,2.19,-0.08,0.08,0.14,117.09235382080078,1.3065063953399658
2012-04-06,0.07,0.14,0.19,0.89,-0.96,2.07,-0.16,0.07,0.14,,
2012-04-09,0.09,0.15,0.19,0.90,-0.94,2.06,-0.17,0.09,0.15,115.77733612060547,1.311131477355957
2012-04-10,0.09,0.15,0.19,0.85,-1.02,2.01,-0.24,0.09,0.15,113.833984375,1.3073604106903076
2012-04-11,0.09,0.14,0.18,0.89,-1.06,2.05,-0.25,0.09,0.14,114.7553939819336,1.311991572380066
2012-04-12,0.09,0.14,0.18,0.90,-1.01,2.08,-0.22,0.09,0.14,116.25480651855469,1.318913221359253
2012-04-13,0.09,0.13,0.17,0.86,-1.05,2.02,-0.25,0.09,0.13,114.8726577758789,
2012-04-16,0.08,0.14,0.18,0.85,-1.04,2.00,-0.26,0.08,0.14,114.79729461669922,1.3126804828643799
2012-04-17,0.08,0.13,0.18,0.88,-1.03,2.03,-0.26,0.08,0.13,116.49769592285156,1.3135426044464111
2012-04-18,0.07,0.13,0.18,0.86,-1.01,2.00,-0.26,0.07,0.13,116.10399627685547,1.311991572380066
2012-04-19,0.07,0.12,0.17,0.84,-1.07,1.98,-0.21,0.07,0.12,115.35850524902344,1.314578652381897
2012-04-20,0.08,0.13,0.18,0.86,-1.10,1.99,-0.24,0.08,0.13,115.55116271972656,
2012-04-23,0.08,0.13,0.17,0.83,-1.12,1.96,-0.26,0.08,0.13,114.57949829101562,1.3152011632919312
2012-04-24,0.09,0.14,0.18,0.86,-1.15,2.00,-0.25,0.09,0.14,115.01507568359375,1.3197835683822632
2012-04-25,0.09,0.14,0.18,0.86,-1.16,2.01,-0.24,0.09,0.14,116.58981323242188,1.323276400566101
2012-04-26,0.09,0.15,0.18,0.83,-1.21,1.98,-0.29,0.09,0.15,117.40230560302734,1.319087266921997
2012-04-27,0.09,0.14,0.19,0.82,-1.24,1.96,-0.30,0.09,0.14,117.59495544433594,
2012-04-30,0.10,0.15,0.20,0.82,-1.24,1.95,-0.30,0.10,0.15,117.15941619873047,1.3239772319793701
2012-05-01,0.09,0.15,0.19,0.84,-1.22,1.98,-0.28,0.09,0.15,117.88814544677734,1.3239772319793701
2012-05-02,0.08,0.15,0.18,0.82,-1.22,1.96,-0.28,0.08,0.15,117.53633880615234,1.3147515058517456
2012-05-03,0.09,0.15,0.19,0.82,-1.19,1.96,-0.27,0.09,0.15,116.64009857177734,1.3156163692474365
2012-05-04,0.07,0.14,0.18,0.78,-1.15,1.91,-0.30,0.07,0.14,114.7553939819336,
2012-05-07,0.10,0.15,0.18,0.79,-1.15,1.92,-0.27,0.10,0.15,114.83914947509766,1.306165099143982
2012-05-08,0.09,0.15,0.18,0.77,-1.18,1.88,-0.28,0.09,0.15,114.37846374511719,1.299545168876648
2012-05-09,0.09,0.15,0.18,0.77,-1.17,1.87,-0.27,0.09,0.15,113.70000457763672,1.2936609983444214
2012-05-10,0.10,0.15,0.18,0.79,-1.17,1.89,-0.25,0.10,0.15,113.93453979492188,1.2934937477111816
2012-05-11,0.10,0.15,0.18,0.75,-1.16,1.84,-0.28,0.10,0.15,113.59110260009766,
2012-05-14,0.10,0.15,0.19,0.73,-1.18,1.78,-0.33,0.10,0.15,112.33466339111328,1.283202886581421
2012-05-15,0.09,0.15,0.19,0.74,-1.18,1.76,-0.36,0.09,0.15,111.68968200683594,1.273560881614685
2012-05-16,0.10,0.15,0.20,0.75,-1.14,1.76,-0.33,0.10,0.15,111.26248168945312,1.2730745077133179
2012-05-17,0.10,0.16,0.20,0.74,-1.13,1.70,-0.35,0.10,0.16,109.6123275756836,1.269841194152832
2012-05-18,0.08,0.15,0.20,0.75,-1.10,1.71,-0.39,0.08,0.15,108.67418670654297,
2012-05-21,0.09,0.14,0.21,0.75,-1.11,1.75,-0.41,0.09,0.14,110.5421142578125,1.281065821647644
2012-05-22,0.09,0.14,0.21,0.78,-1.09,1.79,-0.38,0.09,0.14,110.7347640991211,1.2664639949798584
2012-05-23,0.09,0.13,0.20,0.74,-1.06,1.73,-0.41,0.09,0.13,110.79344177246094,1.2561235427856445
2012-05-24,0.10,0.14,0.21,0.77,-1.02,1.77,-0.37,0.10,0.14,111.0112075805664,1.2536041736602783
2012-05-25,0.09,0.14,0.20,0.76,-1.02,1.75,-0.38,0.09,0.14,110.6510238647461,
2012-05-28,,,,,,,,,,,1.2525050640106201
2012-05-29,0.09,0.14,0.20,0.76,-1.00,1.74,-0.37,0.09,0.14,111.99121856689453,1.2478163242340088
2012-05-30,0.07,0.13,0.19,0.69,-1.02,1.63,-0.45,0.07,0.13,110.3662109375,1.2374706268310547
2012-05-31,0.07,0.14,0.18,0.67,-1.05,1.59,-0.50,0.07,0.14,110.12329864501953,1.2362467050552368
2012-06-01,0.07,0.12,0.17,0.62,-1.03,1.47,-0.59,0.07,0.12,107.35076904296875,
2012-06-04,0.08,0.13,0.18,0.68,-1.01,1.53,-0.56,0.08,0.13,107.30049896240234,1.2509382963180542
2012-06-05,0.08,0.14,0.18,0.68,-1.03,1.57,-0.56,0.08,0.14,108.11299896240234,1.2462612390518188
2012-06-06,0.09,0.13,0.18,0.73,-1.00,1.66,-0.50,0.09,0.13,110.5421142578125,1.2573871612548828
2012-06-07,0.09,0.14,0.18,0.72,-1.05,1.66,-0.49,0.09,0.14,110.60916137695312,1.2570710182189941
2012-06-08,0.09,0.14,0.19,0.71,-1.08,1.65,-0.50,0.09,0.14,111.48863983154297,
2012-06-11,0.09,0.15,0.18,0.69,-1.10,1.60,-0.53,0.09,0.15,110.07308197021484,1.2478163242340088
2012-06-12,0.10,0.15,0.19,0.75,-1.06,1.67,-0.48,0.10,0.15,111.33788299560547,1.2504688501358032
2012-06-13,0.10,0.15,0.18,0.71,-1.09,1.61,-0.51,0.10,0.15,110.62586975097656,1.2573871612548828
2012-06-14,0.11,0.15,0.18,0.73,-1.06,1.64,-0.47,0.11,0.15,111.79856872558594,1.262785792350769
2012-06-15,0.09,0.15,0.18,0.68,-1.18,1.60,-0.54,0.09,0.15,112.94196319580078,
2012-06-18,0.10,0.15,0.18,0.69,-1.16,1.59,-0.54,0.10,0.15,113.16085052490234,1.2597631216049194
2012-06-19,0.09,0.14,0.18,0.71,-1.16,1.64,-0.53,0.09,0.14,114.25543975830078,1.2680699825286865
2012-06-20,0.09,0.16,0.20,0.74,-1.14,1.65,-0.51,0.09,0.16,114.0701904296875,1.2680699825286865
2012-06-21,0.09,0.15,0.19,0.73,-1.04,1.63,-0.47,0.09,0.15,111.51060485839844,1.255177617073059
2012-06-22,0.09,0.15,0.19,0.76,-0.98,1.69,-0.42,0.09,0.15,112.36941528320312,
2012-06-25,0.10,0.16,0.19,0.72,-0.98,1.63,-0.47,0.10,0.16,110.56761169433594,1.2504688501358032
2012-06-26,0.10,0.15,0.21,0.75,-0.95,1.66,-0.45,0.10,0.15,111.12330627441406,1.248751163482666
2012-06-27,0.09,0.17,0.21,0.73,-0.95,1.65,-0.45,0.09,0.17,112.1252670288086,1.2473493814468384
2012-06-28,0.09,0.17,0.22,0.69,-0.95,1.60,-0.48,0.09,0.17,111.80529022216797,1.2440905570983887
2012-06-29,0.09,0.16,0.21,0.72,-1.00,1.67,-0.46,0.09,0.16,114.59223175048828,
2012-07-02,0.10,0.15,0.21,0.67,-1.04,1.61,-0.50,0.10,0.15,114.9374771118164,1.2581782341003418
2012-07-03,0.09,0.15,0.21,0.69,-1.08,1.65,-0.48,0.09,0.15,115.6951904296875,1.2605571746826172
2012-07-04,,,,,,,,,,,1.2516272068023682
2012-07-05,0.08,0.15,0.19,0.68,-1.12,1.62,-0.51,0.08,0.15,115.17322540283203,1.2391574382781982
2012-07-06,0.08,0.15,0.20,0.64,-1.12,1.57,-0.53,0.08,0.15,114.07865905761719,
2012-07-09,0.09,0.14,0.20,0.63,-1.14,1.53,-0.57,0.09,0.14,113.93548583984375,1.2318304777145386
2012-07-10,0.09,0.15,0.20,0.63,-1.16,1.53,-0.59,0.09,0.15,112.94196319580078,1.2256402969360352
2012-07-11,0.10,0.15,0.20,0.64,-1.15,1.54,-0.57,0.10,0.15,112.95880126953125,1.2247247695922852
2012-07-12,0.10,0.15,0.20,0.63,-1.13,1.50,-0.58,0.10,0.15,112.4115219116211,1.2192742824554443
2012-07-13,0.10,0.15,0.20,0.63,-1.15,1.52,-0.59,0.10,0.15,114.29750061035156,
2012-07-16,0.10,0.14,0.18,0.60,-1.18,1.50,-0.61,0.10,0.14,114.02808380126953,1.2268433570861816
2012-07-17,0.10,0.14,0.18,0.62,-1.16,1.53,-0.59,0.10,0.14,114.81111145019531,1.2295585870742798
2012-07-18,0.09,0.14,0.18,0.60,-1.19,1.52,-0.60,0.09,0.14,115.66154479980469,1.2277470827102661
2012-07-19,0.09,0.14,0.17,0.62,-1.20,1.54,-0.62,0.09,0.14,115.96463775634766,1.2276867628097534
2012-07-20,0.09,0.14,0.17,0.59,-1.18,1.49,-0.67,0.09,0.14,114.90377807617188,
2012-07-23,0.10,0.14,0.17,0.57,-1.18,1.47,-0.68,0.10,0.14,113.74180603027344,1.212415099143982
2012-07-24,0.10,0.15,0.18,0.57,-1.13,1.44,-0.68,0.10,0.15,112.76518249511719,1.2061853408813477
2012-07-25,0.10,0.14,0.17,0.56,-1.12,1.43,-0.67,0.10,0.14,112.79042053222656,1.2140341997146606
2012-07-26,0.11,0.15,0.18,0.58,-1.13,1.45,-0.66,0.11,0.15,114.65115356445312,1.2280486822128296
2012-07-27,0.11,0.15,0.17,0.65,-1.14,1.58,-0.61,0.11,0.15,116.76451873779297,
