date,m3 yield,m6 yield,y1 yield,y5 yield,y5 inflation indexed,y10 yield,y10 inflation indexed,m3 secondary,m6 secondary,spy,eur_usd
2007-05-22,4.93,5.02,4.96,4.76,2.42,4.83,2.48,4.79,4.82,114.88007354736328,1.3458044528961182
2007-05-23,4.91,5.01,4.96,4.79,2.44,4.86,2.50,4.77,4.81,114.8951644897461,1.3430029153823853
2007-05-24,4.91,4.99,4.94,4.79,2.43,4.86,2.48,4.77,4.79,113.85499572753906,1.3450080156326294
2007-05-25,4.88,4.97,4.93,4.80,2.43,4.86,2.49,4.75,4.77,114.32987213134766,
2007-05-28,,,,,,,,,,,1.3445920944213867
2007-05-29,4.90,5.00,4.96,4.82,2.50,4.88,2.54,4.76,4.80,114.74435424804688,1.3432012796401978
2007-05-30,4.85,4.99,4.96,4.83,2.50,4.88,2.52,4.71,4.79,115.67897033691406,1.3456052541732788
2007-05-31,4.73,4.96,4.95,4.86,2.53,4.90,2.54,4.60,4.76,115.55842590332031,1.3441944122314453
2007-06-01,4.79,4.98,4.98,4.92,2.58,4.95,2.57,4.66,4.78,116.13124084472656,
2007-06-04,4.81,4.99,4.99,4.91,2.55,4.93,2.55,4.68,4.79,116.14629364013672,1.3520090579986572
2007-06-05,4.83,4.99,4.99,4.96,2.61,4.98,2.60,4.70,4.79,115.6865234375,1.3492909669876099
2007-06-06,4.80,4.95,4.96,4.94,2.57,4.97,2.58,4.67,4.75,114.44286346435547,1.3428045511245728
2007-06-07,4.80,4.97,4.99,5.05,2.67,5.11,2.70,4.67,4.77,112.3777084350586,1.3360053300857544
2007-06-08,4.77,4.93,4.96,5.06,2.68,5.12,2.69,4.64,4.74,113.8399658203125,
2007-06-11,4.73,4.96,4.98,5.07,2.69,5.14,2.72,4.60,4.76,114.03588104248047,1.3306012153625488
2007-06-12,4.72,4.97,5.01,5.18,2.79,5.26,2.83,4.59,4.77,112.79229736328125,1.3310085535049438
2007-06-13,4.66,4.94,4.98,5.13,2.74,5.20,2.75,4.53,4.74,114.4805908203125,1.33159339427948
2007-06-14,4.65,4.93,4.98,5.16,2.74,5.23,2.77,4.52,4.73,115.211669921875,1.3379000425338745
2007-06-15,4.56,4.87,4.93,5.10,2.68,5.16,2.73,4.43,4.68,115.86722564697266,
2007-06-18,4.63,4.93,4.95,5.07,2.68,5.15,2.73,4.51,4.73,115.73095703125,1.3424079418182373
2007-06-19,4.65,4.91,4.92,5.00,2.62,5.09,2.67,4.52,4.71,116.01863098144531,1.3396027088165283
2007-06-20,4.74,4.97,4.97,5.05,2.68,5.14,2.73,4.61,4.77,114.40625,1.3394052982330322
2007-06-21,4.70,4.96,4.96,5.06,2.69,5.16,2.74,4.57,4.76,115.04206848144531,1.347091555595398
2007-06-22,4.73,4.95,4.94,5.02,2.63,5.14,2.70,4.59,4.75,113.95967102050781,
2007-06-25,4.82,5.01,4.96,4.97,2.60,5.09,2.67,4.69,4.81,113.41471099853516,1.3448994159698486
2007-06-26,4.82,5.01,4.97,4.99,2.64,5.10,2.70,4.69,4.81,112.24895477294922,1.345496654510498
2007-06-27,4.77,4.95,4.93,4.97,2.64,5.09,2.70,4.64,4.75,113.8461685180664,1.344700574874878
2007-06-28,4.78,4.95,4.95,5.02,2.66,5.12,2.73,4.64,4.75,113.8310317993164,1.3536012172698975
2007-06-29,4.82,4.93,4.91,4.92,2.59,5.03,2.65,4.68,4.74,113.86882019042969,
2007-07-02,4.95,5.02,4.97,4.90,2.56,5.00,2.61,4.81,4.82,114.89826965332031,1.3611923456192017
2007-07-03,4.95,5.02,4.98,4.95,2.61,5.05,2.68,4.81,4.82,115.31462860107422,1.3615074157714844
2007-07-04,,,,,,,,,,,1.3598966598510742
2007-07-05,4.95,5.03,5.02,5.05,2.69,5.16,2.76,4.81,4.83,115.1935043334961,1.3629920482635498
2007-07-06,4.95,5.01,5.00,5.10,2.72,5.19,2.79,4.81,4.81,115.79907989501953,
2007-07-09,4.97,5.05,5.03,5.07,2.68,5.16,2.75,4.83,4.85,115.88987731933594,1.3760079145431519
2007-07-10,4.95,5.03,4.97,4.93,2.57,5.03,2.64,4.81,4.83,114.23977661132812,1.3754022121429443
2007-07-11,4.95,5.04,4.99,4.98,2.63,5.09,2.71,4.81,4.84,115.0497055053711,1.378796935081482
2007-07-12,4.97,5.05,5.02,5.03,2.67,5.13,2.74,4.83,4.85,116.86638641357422,1.3784927129745483
2007-07-13,4.97,5.05,5.01,5.01,2.67,5.11,2.73,4.83,4.85,117.21454620361328,
2007-07-16,4.98,5.08,5.01,4.95,2.66,5.05,2.69,4.84,4.87,117.19939422607422,1.379006028175354
2007-07-17,4.96,5.08,5.02,4.98,2.71,5.08,2.73,4.82,4.87,117.13892364501953,1.3807005882263184
2007-07-18,4.96,5.05,4.98,4.91,2.61,5.02,2.64,4.82,4.85,116.92694854736328,1.379805088043213
2007-07-19,4.98,5.06,5.00,4.94,2.63,5.04,2.65,4.84,4.86,117.381103515625,1.3833937644958496
2007-07-20,4.97,5.05,4.96,4.85,2.57,4.96,2.60,4.83,4.85,116.19268798828125,
2007-07-23,5.02,5.10,5.00,4.86,2.62,4.97,2.63,4.88,4.89,116.54844665527344,1.3824948072433472
2007-07-24,5.02,5.08,4.97,4.82,2.58,4.94,2.58,4.88,4.87,114.52737426757812,1.3726081848144531
2007-07-25,4.99,5.05,4.95,4.80,2.55,4.92,2.56,4.85,4.85,114.76204681396484,1.3750051259994507
2007-07-26,4.92,4.96,4.83,4.61,2.43,4.79,2.47,4.78,4.76,112.0445785522461,1.3636053800582886
2007-07-27,4.85,4.94,4.82,4.60,2.45,4.80,2.48,4.72,4.75,109.84181213378906,
2007-07-30,4.96,5.00,4.87,4.64,2.47,4.82,2.49,4.82,4.80,111.56006622314453,1.3672035932540894
2007-07-31,4.96,4.99,4.85,4.60,2.43,4.78,2.44,4.82,4.79,110.3036117553711,1.367708444595337
2007-08-01,4.89,4.96,4.82,4.60,2.43,4.76,2.44,4.75,4.76,110.84101104736328,1.3707079887390137
2007-08-02,4.89,4.95,4.83,4.62,2.47,4.77,2.46,4.75,4.75,111.72664642333984,1.3787018060684204
2007-08-03,4.85,4.91,4.76,4.52,2.41,4.71,2.44,4.72,4.72,108.8502426147461,
2007-08-06,4.88,4.92,4.76,4.52,2.44,4.72,2.46,4.74,4.72,110.67448425292969,1.374098300933838
2007-08-07,4.94,4.98,4.84,4.60,2.51,4.77,2.51,4.80,4.78,111.85530853271484,1.3803004026412964
2007-08-08,4.95,5.01,4.89,4.69,2.58,4.84,2.58,4.81,4.81,113.41471099853516,1.367409110069275
2007-08-09,4.81,4.86,4.74,4.58,2.50,4.79,2.54,4.67,4.67,110.05381774902344,1.3689066171646118
2007-08-10,4.57,4.80,4.69,4.59,2.52,4.81,2.56,4.44,4.62,109.53905487060547,
2007-08-13,4.74,4.90,4.75,4.57,2.50,4.78,2.52,4.61,4.70,109.9326400756836,1.3534914255142212
2007-08-14,4.64,4.81,4.67,4.51,2.44,4.73,2.49,4.51,4.62,108.25221252441406,1.3428045511245728
2007-08-15,4.21,4.48,4.41,4.41,2.37,4.69,2.46,4.10,4.31,106.76103210449219,1.3424980640411377
2007-08-16,3.79,4.22,4.18,4.26,2.27,4.60,2.39,3.69,4.07,107.56341552734375,1.349400281906128
2007-08-17,3.76,4.19,4.19,4.35,2.32,4.68,2.45,3.65,4.04,109.53905487060547,
2007-08-20,3.12,4.17,4.15,4.32,2.33,4.64,2.44,3.08,4.02,109.4860610961914,1.345496654510498
2007-08-21,3.59,4.08,4.07,4.27,2.28,4.60,2.38,3.51,3.93,109.70558166503906,1.3549952507019043
2007-08-22,3.67,4.08,4.10,4.34,2.33,4.63,2.42,3.58,3.93,111.00755310058594,1.3556932210922241
2007-08-23,3.89,4.19,4.19,4.36,2.33,4.62,2.39,3.79,4.04,110.9091567993164,1.366698980331421
2007-08-24,4.24,4.32,4.31,4.42,2.39,4.63,2.40,4.13,4.16,112.27922821044922,
2007-08-27,4.63,4.69,4.55,4.39,2.36,4.60,2.38,4.50,4.51,111.23463439941406,1.3598966598510742
2007-08-28,4.40,4.48,4.36,4.25,2.29,4.53,2.33,4.28,4.31,108.78964233398438,1.367409110069275
2007-08-29,3.98,4.30,4.24,4.31,2.32,4.57,2.38,3.88,4.14,110.92427825927734,1.3642005920410156
2007-08-30,3.84,4.21,4.17,4.21,2.26,4.51,2.32,3.74,4.06,110.62908172607422,1.3642005920410156
2007-08-31,4.01,4.21,4.19,4.25,2.28,4.54,2.34,3.91,4.06,111.7190933227539,
2007-09-03,,,,,,,,,,,1.3620080947875977
2007-09-04,4.47,4.52,4.39,4.26,2.29,4.56,2.36,4.35,4.35,112.846923828125,1.365392804145813
2007-09-05,4.36,4.41,4.28,4.16,2.19,4.48,2.29,4.24,4.24,111.8704605102539,1.3696004152297974
2007-09-06,4.29,4.42,4.30,4.20,2.23,4.51,2.32,4.18,4.25,112.12786102294922,1.3775053024291992
2007-09-07,4.07,4.20,4.10,4.03,2.07,4.38,2.19,3.96,4.05,110.56852722167969,
2007-09-10,3.96,4.20,4.09,4.00,2.02,4.34,2.14,3.86,4.05,110.3565902709961,1.384006381034851
2007-09-11,4.11,4.27,4.16,4.07,2.06,4.37,2.16,4.00,4.11,111.64335632324219,1.390801191329956
2007-09-12,4.03,4.20,4.12,4.11,2.07,4.41,2.18,3.93,4.05,111.93106079101562,1.3866932392120361
2007-09-13,4.08,4.27,4.20,4.22,2.15,4.49,2.24,3.97,4.11,112.71824645996094,1.3878093957901
2007-09-14,4.01,4.22,4.16,4.18,2.11,4.47,2.20,3.90,4.07,112.710693359375,
2007-09-17,4.15,4.31,4.23,4.21,2.13,4.48,2.21,4.05,4.15,112.1051254272461,1.3979953527450562
2007-09-18,4.01,4.12,4.08,4.19,2.09,4.50,2.19,3.91,3.97,115.40546417236328,1.3969016075134277
2007-09-19,3.93,4.09,4.06,4.20,2.08,4.53,2.21,3.83,3.94,116.08670806884766,1.4078954458236694
2007-09-20,3.79,4.11,4.10,4.35,2.22,4.69,2.34,3.69,3.96,115.26923370361328,1.4092049598693848
2007-09-21,3.74,4.10,4.09,4.31,2.18,4.64,2.31,3.64,3.95,115.58029174804688,
2007-09-24,3.84,4.11,4.09,4.31,2.21,4.63,2.33,3.76,3.96,115.36732482910156,1.4152077436447144
2007-09-25,3.79,4.06,4.04,4.26,2.19,4.63,2.34,3.70,3.91,115.1391830444336,1.4133076667785645
2007-09-26,3.73,4.06,4.03,4.27,2.19,4.63,2.34,3.64,3.91,115.74762725830078,1.4152077436447144
2007-09-27,3.71,4.07,4.03,4.22,2.11,4.58,2.27,3.62,3.92,116.43208312988281,1.4264928102493286
2007-09-28,3.82,4.09,4.05,4.23,2.12,4.59,2.27,3.72,3.94,116.04420471191406,
2007-10-01,3.92,4.15,4.11,4.24,2.11,4.56,2.26,3.83,4.00,117.3523178100586,1.4152077436447144
2007-10-02,3.96,4.16,4.10,4.20,2.08,4.54,2.23,3.86,4.01,117.19266510009766,1.4099997282028198
2007-10-03,3.96,4.16,4.11,4.24,2.11,4.55,2.25,3.86,4.01,116.95686340332031,1.4135074615478516
2007-10-04,3.96,4.15,4.10,4.22,2.09,4.54,2.24,3.85,4.00,117.1394271850586,1.4133076667785645
2007-10-05,4.00,4.20,4.16,4.33,2.19,4.65,2.34,3.89,4.05,118.53121185302734,
2007-10-08,,,,,,,,,,117.8999252319336,1.4106959104537964
2007-10-09,4.06,4.28,4.23,4.38,2.20,4.67,2.34,3.96,4.12,119.01033020019531,1.414107084274292
2007-10-10,4.06,4.27,4.23,4.37,2.19,4.65,2.33,3.95,4.11,118.81261444091797,1.4201923608779907
2007-10-11,4.12,4.27,4.22,4.36,2.17,4.66,2.32,4.01,4.11,118.2421646118164,1.4190032482147217
2007-10-12,4.20,4.31,4.28,4.42,2.22,4.70,2.36,4.09,4.15,118.89628601074219,
2007-10-15,4.30,4.40,4.33,4.40,2.18,4.69,2.34,4.19,4.23,117.8923110961914,1.4176956415176392
2007-10-16,4.25,4.33,4.26,4.34,2.11,4.66,2.31,4.14,4.17,116.95686340332031,1.4217066764831543
2007-10-17,4.01,4.17,4.11,4.22,2.01,4.57,2.22,3.91,4.02,117.31432342529297,1.4294904470443726
2007-10-18,3.76,4.09,4.03,4.17,1.96,4.52,2.20,3.66,3.94,116.8884506225586,1.4296947717666626
2007-10-19,3.86,4.07,3.98,4.03,1.84,4.41,2.09,3.75,3.93,113.83102416992188,
2007-10-22,4.00,4.15,4.05,4.08,1.88,4.42,2.11,3.90,4.00,114.49271392822266,1.4258012771606445
2007-10-23,3.98,4.12,4.01,4.06,1.89,4.41,2.11,3.88,3.97,115.42057037353516,1.4263097047805786
2007-10-24,3.85,4.00,3.91,3.99,1.83,4.36,2.07,3.75,3.86,115.20758819580078,1.4326032400131226
2007-10-25,3.94,4.02,3.93,4.01,1.79,4.37,2.04,3.84,3.88,115.48143005371094,1.4393045902252197
2007-10-26,3.96,4.05,3.96,4.04,1.80,4.41,2.05,3.86,3.91,116.83515167236328,
2007-10-29,4.01,4.10,4.00,4.04,1.79,4.39,2.04,3.91,3.95,117.22309875488281,1.441794753074646
2007-10-30,3.96,4.07,3.98,4.06,1.81,4.40,2.06,3.86,3.92,116.40927124023438,1.44400155544281
2007-10-31,3.94,4.09,4.04,4.16,1.90,4.48,2.14,3.84,3.94,117.61852264404297,1.4471989870071411
2007-11-01,3.81,3.95,3.89,4.02,1.74,4.36,2.00,3.71,3.81,114.8653564453125,1.442710041999817
2007-11-02,3.61,3.79,3.74,3.93,1.62,4.31,1.92,3.52,3.66,114.99465942382812,1.4487924575805664
2007-11-05,3.71,3.94,3.86,3.96,1.61,4.35,1.94,3.62,3.80,114.12006378173828,1.4478065967559814
2007-11-06,3.76,3.90,3.83,3.99,1.59,4.38,1.93,3.66,3.76,115.65634155273438,1.4564096927642822
2007-11-07,3.49,3.76,3.71,3.92,1.54,4.34,1.91,3.40,3.63,112.49244689941406,1.4623944759368896
2007-11-08,3.38,3.67,3.61,3.81,1.47,4.28,1.88,3.30,3.55,111.92205047607422,1.4681053161621094
2007-11-09,3.27,3.64,3.57,3.77,1.40,4.23,1.82,3.19,3.52,110.38575744628906,1.467502236366272
2007-11-12,,,,,,,,,,109.29057312011719,1.4523905515670776
2007-11-13,3.50,3.76,3.68,3.84,1.46,4.26,1.86,3.41,3.63,112.62175750732422,1.4620951414108276
2007-11-14,3.41,3.70,3.65,3.86,1.50,4.28,1.88,3.33,3.57,112.30992889404297,1.46500825881958
2007-11-15,3.30,3.56,3.49,3.71,1.39,4.17,1.81,3.22,3.44,110.68994903564453,1.4620951414108276
2007-11-16,3.40,3.57,3.49,3.68,1.37,4.15,1.80,3.32,3.45,110.88011932373047,1.4634003639221191
2007-11-19,3.40,3.55,3.43,3.57,1.26,4.07,1.70,3.32,3.43,109.33618927001953,1.4668993949890137
2007-11-20,3.25,3.41,3.32,3.52,1.20,4.06,1.68,3.17,3.30,110.00547790527344,1.4833053350448608
2007-11-21,3.09,3.28,3.18,3.40,1.11,4.00,1.62,3.02,3.17,107.75426483154297,1.4857958555221558
2007-11-22,,,,,,,,,,,1.4855971336364746
2007-11-23,3.23,3.39,3.28,3.42,1.14,4.01,1.63,3.15,3.28,109.61759948730469,1.480100154876709
2007-11-26,3.13,3.33,3.20,3.23,0.96,3.83,1.45,3.06,3.23,107.19906616210938,
2007-11-27,3.16,3.37,3.26,3.38,1.11,3.95,1.58,3.08,3.26,108.4311294555664,1.4837895631790161
2007-11-28,3.05,3.38,3.31,3.50,1.25,4.03,1.71,2.98,3.27,111.89926147460938,1.4840978384017944
2007-11-29,2.99,3.30,3.22,3.42,1.16,3.94,1.61,2.92,3.19,111.93727111816406,1.4759929180145264
2007-11-30,3.15,3.37,3.26,3.41,1.17,3.97,1.63,3.08,3.26,113.0628662109375,1.469594120979309
2007-12-03,3.06,3.28,3.15,3.28,1.08,3.89,1.57,2.99,3.17,112.31747436523438,1.467007040977478
2007-12-04,3.07,3.22,3.11,3.28,1.11,3.89,1.59,3.00,3.12,111.3135757446289,1.4766032695770264
2007-12-05,3.07,3.24,3.13,3.28,1.15,3.92,1.66,3.00,3.14,113.17694091796875,1.4598966836929321
2007-12-06,3.09,3.29,3.20,3.39,1.25,4.02,1.77,3.02,3.18,114.796875,1.4659103155136108
2007-12-07,3.12,3.30,3.24,3.51,1.37,4.12,1.86,3.04,3.20,114.77407836914062,1.4656095504760742
2007-12-10,3.05,3.31,3.26,3.54,1.40,4.15,1.89,2.98,3.20,115.66390991210938,1.4708911180496216
2007-12-11,2.94,3.17,3.09,3.32,1.22,3.98,1.73,2.87,3.07,112.49244689941406,1.466490626335144
2007-12-12,2.88,3.20,3.16,3.41,1.26,4.05,1.78,2.81,3.10,113.6028823852539,1.4716053009033203
2007-12-13,2.87,3.22,3.22,3.54,1.35,4.18,1.87,2.80,3.12,113.36710357666016,1.4629936218261719
2007-12-14,2.88,3.26,3.28,3.63,1.39,4.24,1.90,2.81,3.16,111.92964935302734,1.4437098503112793
2007-12-17,3.07,3.39,3.34,3.57,1.32,4.20,1.86,3.01,3.28,110.33248901367188,1.4412959814071655
2007-12-18,3.04,3.37,3.31,3.53,1.27,4.14,1.80,2.98,3.26,110.94856262207031,
2007-12-19,2.91,3.33,3.26,3.46,1.21,4.06,1.73,2.85,3.22,110.94856262207031,1.4383935928344727
2007-12-20,2.92,3.26,3.20,3.45,1.22,4.04,1.74,2.85,3.16,111.64828491210938,1.433301329612732
2007-12-21,3.00,3.38,3.31,3.58,1.32,4.18,1.84,2.92,3.27,113.25770568847656,1.438807487487793
2007-12-24,3.33,3.57,3.46,3.65,1.37,4.23,1.88,3.26,3.45,114.09877014160156,1.439698338508606
2007-12-25,,,,,,,,,,,1.4395946264266968
2007-12-26,3.32,3.58,3.49,3.72,1.43,4.30,1.95,3.24,3.46,114.34343719482422,1.4487924575805664
2007-12-27,3.17,3.43,3.37,3.64,1.31,4.21,1.85,3.09,3.32,112.90599822998047,1.4613901376724243
2007-12-28,3.18,3.45,3.34,3.52,1.23,4.11,1.78,3.10,3.34,112.62308502197266,1.4718002080917358
2007-12-31,3.36,3.49,3.34,3.45,1.18,4.04,1.73,3.29,3.37,111.78971862792969,1.4601097106933594
2008-01-01,,,,,,,,,,,1.4620096683502197
2008-01-02,3.26,3.32,3.17,3.28,1.00,3.91,1.59,3.18,3.21,110.81103515625,1.4716920852661133
2008-01-03,3.24,3.29,3.13,3.26,0.98,3.91,1.58,3.16,3.18,110.75750732421875,1.4744912385940552
2008-01-04,3.20,3.22,3.06,3.18,0.93,3.88,1.56,3.12,3.12,108.043212890625,1.4754921197891235
2008-01-07,3.27,3.29,3.11,3.16,0.94,3.86,1.57,3.19,3.18,107.9515151977539,1.468299388885498
2008-01-08,3.25,3.27,3.09,3.16,0.95,3.86,1.57,3.17,3.16,106.20826721191406,1.5570987462997437
2008-01-09,3.22,3.22,3.04,3.10,0.94,3.82,1.56,3.14,3.12,107.32453155517578,1.466404676437378
2008-01-10,3.24,3.21,3.04,3.16,1.04,3.91,1.68,3.16,3.11,108.0279312133789,1.480100154876709
2008-01-11,3.09,3.07,2.91,3.06,0.91,3.82,1.56,3.02,2.98,107.15631103515625,1.4790055751800537
2008-01-14,3.19,3.07,2.90,3.08,0.89,3.81,1.53,3.11,2.97,108.02027893066406,1.4869003295898438
2008-01-15,3.17,3.05,2.87,3.00,0.84,3.72,1.45,3.09,2.95,105.64244842529297,1.4802095890045166
2008-01-16,3.14,3.05,2.86,3.00,0.89,3.74,1.50,3.06,2.95,104.73261260986328,1.466404676437378
2008-01-17,3.07,3.01,2.81,2.90,0.84,3.66,1.43,3.00,2.92,102.0182876586914,1.4640002250671387
2008-01-18,2.86,2.86,2.69,2.86,0.82,3.66,1.42,2.79,2.78,100.97084045410156,1.4617959260940552
2008-01-21,,,,,,,,,,,1.4420026540756226
2008-01-22,2.35,2.41,2.29,2.64,0.67,3.52,1.28,2.30,2.34,99.94632720947266,1.4647936820983887
2008-01-23,2.21,2.25,2.19,2.64,0.72,3.51,1.31,2.16,2.19,102.34709167480469,1.4632076025009155
2008-01-24,2.37,2.48,2.40,2.85,0.86,3.68,1.44,2.32,2.41,103.21109008789062,1.4774104356765747
2008-01-25,2.30,2.41,2.34,2.81,0.76,3.61,1.34,2.25,2.34,101.72013092041016,1.467502236366272
2008-01-28,2.34,2.36,2.30,2.80,0.75,3.61,1.33,2.29,2.29,103.40225982666016,1.4788086414337158
2008-01-29,2.28,2.36,2.33,2.87,0.77,3.69,1.37,2.23,2.29,103.91446685791016,1.4771921634674072
2008-01-30,2.21,2.29,2.30,2.96,0.84,3.78,1.45,2.16,2.23,103.1499252319336,1.483107328414917
2008-01-31,1.96,2.07,2.11,2.82,0.67,3.67,1.33,1.92,2.02,105.03077697753906,1.4865025281906128
2008-02-01,2.10,2.15,2.13,2.75,0.66,3.62,1.31,2.06,2.09,106.72051239013672,1.4799906015396118
2008-02-04,2.27,2.22,2.17,2.78,0.74,3.68,1.38,2.22,2.16,105.3748550415039,1.4827995300292969
2008-02-05,2.19,2.13,2.06,2.66,0.68,3.61,1.34,2.14,2.07,102.55355072021484,1.4638073444366455
2008-02-06,2.10,2.10,2.05,2.67,0.71,3.61,1.36,2.05,2.04,101.72777557373047,1.4617104530334473
2008-02-07,2.17,2.13,2.08,2.79,0.80,3.74,1.47,2.12,2.07,102.40059661865234,1.4478904008865356
2008-02-08,2.23,2.12,2.05,2.69,0.67,3.64,1.36,2.18,2.06,101.74308776855469,1.5570987462997437
2008-02-11,2.31,2.13,2.06,2.67,0.62,3.62,1.32,2.25,2.07,102.26298522949219,1.450200080871582
2008-02-12,2.31,2.12,2.06,2.71,0.65,3.66,1.36,2.25,2.06,103.21109008789062,1.4581936597824097
2008-02-13,2.28,2.10,2.03,2.71,0.68,3.70,1.42,2.22,2.04,104.26620483398438,1.455604076385498
2008-02-14,2.31,2.12,2.05,2.81,0.78,3.85,1.57,2.26,2.06,103.34870147705078,1.4644076824188232
2008-02-15,2.21,2.07,2.02,2.76,0.68,3.76,1.48,2.16,2.02,103.32573699951172,1.4676098823547363
2008-02-18,,,,,,,,,,,1.46500825881958
2008-02-19,2.28,2.14,2.11,2.93,0.78,3.89,1.56,2.23,2.08,103.61630249023438,1.4729926586151123
2008-02-20,2.25,2.17,2.16,3.02,0.77,3.93,1.55,2.20,2.11,103.922119140625,1.4722987413406372
2008-02-21,2.20,2.10,2.05,2.80,0.63,3.77,1.43,2.15,2.04,103.05815124511719,1.4815034866333008
2008-02-22,2.20,2.14,2.08,2.81,0.64,3.79,1.44,2.15,2.08,103.69275665283203,1.4826017618179321
2008-02-25,2.20,2.13,2.13,2.98,0.71,3.91,1.53,2.15,2.07,105.0002212524414,1.4835914373397827
2008-02-26,2.14,2.09,2.07,2.92,0.60,3.88,1.44,2.09,2.03,105.78775024414062,1.4996100664138794
2008-02-27,1.98,2.02,2.02,2.89,0.57,3.85,1.42,1.94,1.97,105.68067932128906,1.5118072032928467
2008-02-28,1.90,1.95,1.92,2.73,0.39,3.71,1.26,1.86,1.90,104.64851379394531,1.5195951461791992
2008-02-29,1.85,1.83,1.77,2.50,0.20,3.53,1.10,1.81,1.78,102.31651306152344,1.519202709197998
2008-03-03,1.70,1.80,1.74,2.48,0.19,3.54,1.08,1.67,1.76,102.07183837890625,1.5200109481811523
2008-03-04,1.66,1.76,1.72,2.53,0.20,3.63,1.15,1.63,1.72,101.6819076538086,1.5210051536560059
2008-03-05,1.53,1.75,1.72,2.59,0.23,3.70,1.16,1.50,1.71,102.32413482666016,1.527697205543518
2008-03-06,1.39,1.61,1.59,2.50,0.13,3.62,1.07,1.37,1.58,100.2062759399414,1.5385088920593262
2008-03-07,1.45,1.56,1.55,2.45,0.08,3.56,1.01,1.42,1.53,99.1740493774414,1.5336012840270996
2008-03-10,1.35,1.45,1.46,2.37,0.01,3.46,0.90,1.33,1.42,97.86662292480469,1.534095287322998
2008-03-11,1.48,1.64,1.67,2.61,0.20,3.60,1.05,1.45,1.60,101.38372802734375,1.5341894626617432
2008-03-12,1.48,1.56,1.58,2.49,0.12,3.49,0.95,1.45,1.53,100.4356460571289,1.5540015697479248
2008-03-13,1.35,1.50,1.54,2.53,0.15,3.56,1.05,1.33,1.47,100.65739440917969,1.5622069835662842
2008-03-14,1.18,1.32,1.37,2.37,0.12,3.44,1.01,1.16,1.29,99.09761810302734,1.561792254447937
2008-03-17,1.11,1.31,1.32,2.23,0.13,3.34,1.05,1.09,1.28,98.09602355957031,1.574803113937378
2008-03-18,0.92,1.32,1.40,2.42,0.21,3.48,1.08,0.91,1.29,102.17121887207031,1.565802812576294
2008-03-19,0.61,1.22,1.33,2.36,0.22,3.38,1.04,0.60,1.20,99.64049530029297,1.5638928413391113
2008-03-20,0.63,1.20,1.33,2.36,0.22,3.34,1.02,0.62,1.18,101.486083984375,1.54421067237854
2008-03-21,,,,,,,,,,,1.5697108507156372
2008-03-24,1.24,1.60,1.68,2.64,0.47,3.56,1.24,1.23,1.57,103.51457214355469,1.5434956550598145
2008-03-25,1.29,1.56,1.64,2.61,0.48,3.51,1.25,1.27,1.53,103.6144790649414,1.5612071752548218
2008-03-26,1.29,1.48,1.56,2.55,0.42,3.51,1.24,1.27,1.45,102.34668731689453,1.5824036598205566
2008-03-27,1.30,1.49,1.57,2.61,0.40,3.56,1.23,1.28,1.46,102.02395629882812,1.5814026594161987
2008-03-28,1.33,1.50,1.56,2.51,0.30,3.47,1.13,1.31,1.47,101.04813385009766,1.5760937929153442
2008-03-31,1.38,1.51,1.55,2.46,0.27,3.45,1.11,1.36,1.48,101.40158081054688,
2008-04-01,1.40,1.53,1.62,2.65,0.44,3.57,1.22,1.38,1.50,104.9667739868164,1.5677913427352905
2008-04-02,1.41,1.56,1.67,2.72,0.51,3.60,1.26,1.39,1.53,105.03597259521484,1.5667105913162231
2008-04-03,1.40,1.56,1.68,2.75,0.54,3.61,1.28,1.38,1.53,105.29717254638672,1.5736879110336304
2008-04-04,1.35,1.53,1.63,2.63,0.45,3.50,1.18,1.33,1.50,105.18193817138672,
2008-04-07,1.45,1.61,1.72,2.75,0.52,3.57,1.23,1.43,1.58,105.23576354980469,1.5578023195266724
2008-04-08,1.41,1.58,1.68,2.72,0.53,3.58,1.26,1.39,1.55,105.12816619873047,1.5824036598205566
2008-04-09,1.31,1.51,1.60,2.59,0.42,3.49,1.19,1.29,1.48,104.36746978759766,1.57420814037323
2008-04-10,1.27,1.49,1.61,2.66,0.47,3.55,1.26,1.25,1.46,104.51347351074219,1.5822033882141113
2008-04-11,1.19,1.40,1.52,2.57,0.40,3.49,1.19,1.17,1.37,102.4849624633789,
2008-04-14,1.08,1.41,1.53,2.60,0.43,3.53,1.23,1.07,1.38,102.13919067382812,1.5786067247390747
2008-04-15,1.10,1.42,1.56,2.68,0.48,3.60,1.28,1.09,1.39,102.37741088867188,1.5958125591278076
2008-04-16,1.12,1.49,1.65,2.82,0.60,3.72,1.41,1.11,1.46,105.15119934082031,1.5902043581008911
2008-04-17,1.23,1.58,1.77,2.90,0.68,3.75,1.44,1.21,1.55,105.30489349365234,1.5733908414840698
2008-04-18,1.35,1.68,1.85,2.95,0.71,3.77,1.45,1.32,1.64,106.40364837646484,
2008-04-21,1.34,1.68,1.86,2.95,0.70,3.75,1.44,1.33,1.65,106.45743560791016,1.5987977981567383
2008-04-22,1.27,1.64,1.84,2.96,0.72,3.74,1.43,1.26,1.61,105.98872375488281,1.58740234375
2008-04-23,1.26,1.64,1.83,2.98,0.73,3.77,1.44,1.24,1.60,105.81969451904297,1.568406105041504
2008-04-24,1.26,1.66,1.91,3.15,0.89,3.87,1.56,1.24,1.62,106.28073120117188,1.5636972188949585
