"Date","Price","Open","High","Low","Change %"
"May 05, 1985","0.7146","0.7146","0.7146","0.7146","2.85%"
"Apr 28, 1985","0.6948","0.6948","0.6948","0.6948","-2.26%"
"Apr 21, 1985","0.7109","0.7109","0.7109","0.7109","-4.91%"
"Apr 14, 1985","0.7476","0.7476","0.7476","0.7476","3.30%"
"Apr 07, 1985","0.7237","0.7237","0.7237","0.7237","2.90%"
"Mar 31, 1985","0.7033","0.7033","0.7033","0.7033","-2.44%"
"Mar 24, 1985","0.7209","0.7209","0.7209","0.7209","4.27%"
"Mar 17, 1985","0.6914","0.6914","0.6914","0.6914","4.46%"
"Mar 10, 1985","0.6619","0.6619","0.6619","0.6619","0.50%"
"Mar 03, 1985","0.6586","0.6586","0.6586","0.6586","-1.11%"
"Feb 24, 1985","0.6660","0.6660","0.6660","0.6660","0.94%"
"Feb 17, 1985","0.6598","0.6598","0.6598","0.6598","-3.59%"
"Feb 10, 1985","0.6844","0.6844","0.6844","0.6844","-0.84%"
"Feb 03, 1985","0.6902","0.6902","0.6902","0.6902","-2.27%"
"Jan 27, 1985","0.7062","0.7062","0.7062","0.7062","-0.20%"
"Jan 20, 1985","0.7076","0.7076","0.7076","0.7076","0.40%"
"Jan 13, 1985","0.7048","0.7048","0.7048","0.7048","-0.82%"
"Jan 06, 1985","0.7106","0.7106","0.7106","0.7106","0.28%"
"Dec 30, 1984","0.7086","0.7086","0.7086","0.7086","-0.62%"
"Dec 23, 1984","0.7130","0.7130","0.7130","0.7130","-0.81%"
"Dec 16, 1984","0.7188","0.7188","0.7188","0.7188","-0.36%"
"Dec 09, 1984","0.7214","0.7214","0.7214","0.7214","-0.52%"
"Dec 02, 1984","0.7252","0.7252","0.7252","0.7252","0.35%"
"Nov 25, 1984","0.7227","0.7227","0.7227","0.7227","-2.09%"
"Nov 18, 1984","0.7381","0.7381","0.7381","0.7381","-2.00%"
"Nov 11, 1984","0.7532","0.7532","0.7532","0.7532","-0.67%"
"Nov 04, 1984","0.7583","0.7583","0.7583","0.7583","0.24%"
"Oct 28, 1984","0.7565","0.7565","0.7565","0.7565","2.83%"
"Oct 21, 1984","0.7357","0.7357","0.7357","0.7357","1.31%"
"Oct 14, 1984","0.7262","0.7262","0.7262","0.7262","0.74%"
"Oct 07, 1984","0.7209","0.7209","0.7209","0.7209","-1.65%"
"Sep 30, 1984","0.7330","0.7330","0.7330","0.7330","0.37%"
"Sep 23, 1984","0.7303","0.7303","0.7303","0.7303","1.11%"
"Sep 16, 1984","0.7223","0.7223","0.7223","0.7223","-2.21%"
"Sep 09, 1984","0.7386","0.7386","0.7386","0.7386","-1.83%"
"Sep 02, 1984","0.7524","0.7524","0.7524","0.7524","-2.74%"
"Aug 26, 1984","0.7736","0.7736","0.7736","0.7736","-0.44%"
"Aug 19, 1984","0.7770","0.7770","0.7770","0.7770","-0.54%"
"Aug 12, 1984","0.7812","0.7812","0.7812","0.7812","1.26%"
"Aug 05, 1984","0.7715","0.7715","0.7715","0.7715","-1.09%"
"Jul 29, 1984","0.7800","0.7800","0.7800","0.7800","0.53%"
"Jul 22, 1984","0.7759","0.7759","0.7759","0.7759","-0.89%"
"Jul 15, 1984","0.7829","0.7829","0.7829","0.7829","-0.60%"
"Jul 08, 1984","0.7876","0.7876","0.7876","0.7876","-0.22%"
"Jul 01, 1984","0.7893","0.7893","0.7893","0.7893","-1.71%"
"Jun 24, 1984","0.8030","0.8030","0.8030","0.8030","0.02%"
"Jun 17, 1984","0.8028","0.8028","0.8028","0.8028","-1.32%"
"Jun 10, 1984","0.8135","0.8135","0.8135","0.8135","-1.54%"
"Jun 03, 1984","0.8262","0.8262","0.8262","0.8262","-0.25%"
"May 27, 1984","0.8283","0.8283","0.8283","0.8283","1.05%"
"May 20, 1984","0.8197","0.8197","0.8197","0.8197","1.60%"
"May 13, 1984","0.8068","0.8068","0.8068","0.8068","0.04%"
"May 06, 1984","0.8065","0.8065","0.8065","0.8065","-1.97%"
"Apr 29, 1984","0.8227","0.8227","0.8227","0.8227","-0.82%"
"Apr 22, 1984","0.8295","0.8295","0.8295","0.8295","-1.47%"
"Apr 15, 1984","0.8419","0.8419","0.8419","0.8419","-0.73%"
"Apr 08, 1984","0.8481","0.8481","0.8481","0.8481","-0.26%"
"Apr 01, 1984","0.8503","0.8503","0.8503","0.8503","-0.94%"
"Mar 25, 1984","0.8584","0.8584","0.8584","0.8584","1.29%"
"Mar 18, 1984","0.8475","0.8475","0.8475","0.8475","-0.13%"
"Mar 11, 1984","0.8486","0.8486","0.8486","0.8486","-1.65%"
"Mar 04, 1984","0.8628","0.8628","0.8628","0.8628","0.06%"
"Feb 26, 1984","0.8623","0.8623","0.8623","0.8623","1.93%"
"Feb 19, 1984","0.8460","0.8460","0.8460","0.8460","1.94%"
"Feb 12, 1984","0.8299","0.8299","0.8299","0.8299","1.97%"
"Feb 05, 1984","0.8139","0.8139","0.8139","0.8139","0.33%"
"Jan 29, 1984","0.8112","0.8112","0.8112","0.8112","2.06%"
"Jan 22, 1984","0.7948","0.7948","0.7948","0.7948","-0.01%"
"Jan 15, 1984","0.7949","0.7949","0.7949","0.7949","-0.23%"
"Jan 08, 1984","0.7967","0.7967","0.7967","0.7967","-0.31%"
"Jan 01, 1984","0.7992","0.7992","0.7992","0.7992","-2.84%"
"Dec 25, 1983","0.8226","0.8226","0.8226","0.8226","1.78%"
"Dec 18, 1983","0.8082","0.8082","0.8082","0.8082","0.04%"
"Dec 11, 1983","0.8079","0.8079","0.8079","0.8079","-1.11%"
"Dec 04, 1983","0.8170","0.8170","0.8170","0.8170","-1.35%"
"Nov 27, 1983","0.8282","0.8282","0.8282","0.8282","0.08%"
"Nov 20, 1983","0.8275","0.8275","0.8275","0.8275","-0.43%"
"Nov 13, 1983","0.8311","0.8311","0.8311","0.8311","-0.89%"
"Nov 06, 1983","0.8386","0.8386","0.8386","0.8386","-0.26%"
"Oct 30, 1983","0.8408","0.8408","0.8408","0.8408","-1.84%"
"Oct 23, 1983","0.8566","0.8566","0.8566","0.8566","-1.07%"
"Oct 16, 1983","0.8659","0.8659","0.8659","0.8659","1.18%"
"Oct 09, 1983","0.8558","0.8558","0.8558","0.8558","-1.63%"
"Oct 02, 1983","0.8700","0.8700","0.8700","0.8700","2.02%"
"Sep 25, 1983","0.8528","0.8528","0.8528","0.8528","0.74%"
"Sep 18, 1983","0.8465","0.8465","0.8465","0.8465","0.39%"
"Sep 11, 1983","0.8432","0.8432","0.8432","0.8432","-0.35%"
"Sep 04, 1983","0.8462","0.8462","0.8462","0.8462","0.87%"
"Aug 28, 1983","0.8389","0.8389","0.8389","0.8389","-0.92%"
"Aug 21, 1983","0.8467","0.8467","0.8467","0.8467","-0.58%"
"Aug 14, 1983","0.8516","0.8516","0.8516","0.8516","2.57%"
"Aug 07, 1983","0.8303","0.8303","0.8303","0.8303","-1.53%"
"Jul 31, 1983","0.8432","0.8432","0.8432","0.8432","-1.54%"
"Jul 24, 1983","0.8564","0.8564","0.8564","0.8564","-1.95%"
"Jul 17, 1983","0.8734","0.8734","0.8734","0.8734","0.37%"
"Jul 10, 1983","0.8702","0.8702","0.8702","0.8702","-1.00%"
"Jul 03, 1983","0.8790","0.8790","0.8790","0.8790","-1.32%"
"Jun 26, 1983","0.8908","0.8908","0.8908","0.8908","-0.52%"
"Jun 19, 1983","0.8955","0.8955","0.8955","0.8955","0.69%"
"Jun 12, 1983","0.8894","0.8894","0.8894","0.8894","0.14%"
"Jun 05, 1983","0.8882","0.8882","0.8882","0.8882","-0.53%"
"May 29, 1983","0.8929","0.8929","0.8929","0.8929","-1.35%"
"May 22, 1983","0.9051","0.9051","0.9051","0.9051","-1.21%"
"May 15, 1983","0.9162","0.9162","0.9162","0.9162","-1.00%"
"May 08, 1983","0.9255","0.9255","0.9255","0.9255","-0.23%"
"May 01, 1983","0.9276","0.9276","0.9276","0.9276","0.52%"
"Apr 24, 1983","0.9228","0.9228","0.9228","0.9228","-0.45%"
"Apr 17, 1983","0.9270","0.9270","0.9270","0.9270","-0.29%"
"Apr 10, 1983","0.9297","0.9297","0.9297","0.9297","-0.52%"
"Apr 03, 1983","0.9346","0.9346","0.9346","0.9346","0.02%"
"Mar 27, 1983","0.9344","0.9344","0.9344","0.9344","-0.49%"
"Mar 20, 1983","0.9390","0.9390","0.9390","0.9390","-1.68%"
"Mar 13, 1983","0.9550","0.9550","0.9550","0.9550","-0.12%"
"Mar 06, 1983","0.9561","0.9561","0.9561","0.9561","-0.49%"
"Feb 27, 1983","0.9608","0.9608","0.9608","0.9608","0.07%"
"Feb 20, 1983","0.9601","0.9601","0.9601","0.9601","-0.59%"
"Feb 13, 1983","0.9658","0.9658","0.9658","0.9658","0.00%"
"Feb 06, 1983","0.9658","0.9658","0.9658","0.9658","2.91%"
"Jan 30, 1983","0.9385","0.9385","0.9385","0.9385","-1.79%"
"Jan 23, 1983","0.9556","0.9556","0.9556","0.9556","0.17%"
"Jan 16, 1983","0.9540","0.9540","0.9540","0.9540","-3.08%"
"Jan 09, 1983","0.9843","0.9843","0.9843","0.9843","-0.69%"
"Jan 02, 1983","0.9911","0.9911","0.9911","0.9911","1.59%"
"Dec 26, 1982","0.9756","0.9756","0.9756","0.9756","0.62%"
"Dec 19, 1982","0.9696","0.9696","0.9696","0.9696","0.81%"
"Dec 12, 1982","0.9618","0.9618","0.9618","0.9618","1.68%"
"Dec 05, 1982","0.9459","0.9459","0.9459","0.9459","-1.52%"
"Nov 28, 1982","0.9605","0.9605","0.9605","0.9605","3.34%"
"Nov 21, 1982","0.9295","0.9295","0.9295","0.9295","0.65%"
"Nov 14, 1982","0.9235","0.9235","0.9235","0.9235","1.56%"
"Nov 07, 1982","0.9093","0.9093","0.9093","0.9093","-0.71%"
"Oct 31, 1982","0.9158","0.9158","0.9158","0.9158","-0.53%"
"Oct 24, 1982","0.9207","0.9207","0.9207","0.9207","-1.29%"
"Oct 17, 1982","0.9327","0.9327","0.9327","0.9327","-0.37%"
"Oct 10, 1982","0.9362","0.9362","0.9362","0.9362","-0.48%"
"Oct 03, 1982","0.9407","0.9407","0.9407","0.9407","0.15%"
"Sep 26, 1982","0.9393","0.9393","0.9393","0.9393","-0.28%"
"Sep 19, 1982","0.9419","0.9419","0.9419","0.9419","-0.81%"
"Sep 12, 1982","0.9496","0.9496","0.9496","0.9496","0.23%"
"Sep 05, 1982","0.9474","0.9474","0.9474","0.9474","-1.37%"
"Aug 29, 1982","0.9606","0.9606","0.9606","0.9606","-0.36%"
"Aug 22, 1982","0.9641","0.9641","0.9641","0.9641","-0.38%"
"Aug 15, 1982","0.9678","0.9678","0.9678","0.9678","2.03%"
"Aug 08, 1982","0.9485","0.9485","0.9485","0.9485","-0.49%"
"Aug 01, 1982","0.9532","0.9532","0.9532","0.9532","-1.52%"
"Jul 25, 1982","0.9679","0.9679","0.9679","0.9679","-2.19%"
"Jul 18, 1982","0.9896","0.9896","0.9896","0.9896","3.33%"
"Jul 11, 1982","0.9577","0.9577","0.9577","0.9577","0.21%"
"Jul 04, 1982","0.9557","0.9557","0.9557","0.9557","-0.89%"
"Jun 27, 1982","0.9643","0.9643","0.9643","0.9643","0.76%"
"Jun 20, 1982","0.9570","0.9570","0.9570","0.9570","-1.35%"
"Jun 13, 1982","0.9701","0.9701","0.9701","0.9701","-4.11%"
"Jun 06, 1982","1.0117","1.0117","1.0117","1.0117","-1.51%"
"May 30, 1982","1.0272","1.0272","1.0272","1.0272","-0.65%"
"May 23, 1982","1.0339","1.0339","1.0339","1.0339","-1.67%"
"May 16, 1982","1.0515","1.0515","1.0515","1.0515","0.29%"
"May 09, 1982","1.0485","1.0485","1.0485","1.0485","-0.82%"
"May 02, 1982","1.0572","1.0572","1.0572","1.0572","1.65%"
"Apr 25, 1982","1.0400","1.0400","1.0400","1.0400","2.38%"
"Apr 18, 1982","1.0158","1.0158","1.0158","1.0158","1.30%"
"Apr 11, 1982","1.0028","1.0028","1.0028","1.0028","0.03%"
"Apr 04, 1982","1.0025","1.0025","1.0025","1.0025","-0.90%"
"Mar 28, 1982","1.0116","1.0116","1.0116","1.0116","-0.11%"
"Mar 21, 1982","1.0127","1.0127","1.0127","1.0127","-0.80%"
"Mar 14, 1982","1.0209","1.0209","1.0209","1.0209","-1.00%"
"Mar 07, 1982","1.0312","1.0312","1.0312","1.0312","-1.40%"
"Feb 28, 1982","1.0458","1.0458","1.0458","1.0458","1.30%"
"Feb 21, 1982","1.0324","1.0324","1.0324","1.0324","-1.61%"
"Feb 14, 1982","1.0493","1.0493","1.0493","1.0493","0.50%"
"Feb 07, 1982","1.0441","1.0441","1.0441","1.0441","-1.30%"
"Jan 31, 1982","1.0578","1.0578","1.0578","1.0578","-1.40%"
"Jan 24, 1982","1.0728","1.0728","1.0728","1.0728","-0.43%"
"Jan 17, 1982","1.0774","1.0774","1.0774","1.0774","-0.03%"
"Jan 10, 1982","1.0777","1.0777","1.0777","1.0777","-2.08%"
"Jan 03, 1982","1.1006","1.1006","1.1006","1.1006","-0.36%"
